Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), Time Stamp, Active Energy Inverter 1 (kWh), 
2025-07-01 04:00:00, 0, 2025-07-02 04:00:00, 0, 2025-07-03 04:00:00, 0, 2025-07-04 04:00:00, 0, 2025-07-05 04:00:00, 0, 2025-07-06 04:00:00, 0, 2025-07-07 04:00:00, 0, 2025-07-08 04:00:00, 0, 2025-07-09 04:00:00, 0, 2025-07-10 04:00:00, 0, 2025-07-11 04:00:00, 0, 2025-07-12 04:00:00, 0, 2025-07-13 04:00:00, 0, 2025-07-14 04:00:00, 0, 2025-07-15 04:00:00, 0, 2025-07-16 04:00:00, 0, 2025-07-17 04:00:00, 0, 2025-07-18 04:00:00, 0, 2025-07-19 04:00:00, 0, 2025-07-20 04:00:00, 0, 2025-07-21 04:00:00, 0, 2025-07-22 04:00:00, 0, 2025-07-23 04:00:00, 0, 2025-07-24 04:00:00, 0, 2025-07-25 04:00:00, 0, 2025-07-26 04:00:00, 0, 2025-07-27 04:00:00, 0, 2025-07-28 04:00:00, 0, 2025-07-29 04:00:00, 0, 2025-07-30 04:00:00, 0, 
2025-07-01 04:05:00, 0, 2025-07-02 04:05:00, 0, 2025-07-03 04:05:00, 0, 2025-07-04 04:05:00, 0, 2025-07-05 04:05:00, 0, 2025-07-06 04:05:00, 0, 2025-07-07 04:05:00, 0, 2025-07-08 04:05:00, 0, 2025-07-09 04:05:00, 0, 2025-07-10 04:05:00, 0, 2025-07-11 04:05:00, 0, 2025-07-12 04:05:00, 0, 2025-07-13 04:05:00, 0, 2025-07-14 04:05:00, 0, 2025-07-15 04:05:00, 0, 2025-07-16 04:05:00, 0, 2025-07-17 04:05:00, 0, 2025-07-18 04:05:00, 0, 2025-07-19 04:05:00, 0, 2025-07-20 04:05:00, 0, 2025-07-21 04:05:00, 0, 2025-07-22 04:05:00, 0, 2025-07-23 04:05:00, 0, 2025-07-24 04:05:00, 0, 2025-07-25 04:05:00, 0, 2025-07-26 04:05:00, 0, 2025-07-27 04:05:00, 0, 2025-07-28 04:05:00, 0, 2025-07-29 04:05:00, 0, 2025-07-30 04:05:00, 0, 
2025-07-01 04:10:00, 0, 2025-07-02 04:10:00, 0, 2025-07-03 04:10:00, 0, 2025-07-04 04:10:00, 0, 2025-07-05 04:10:00, 0, 2025-07-06 04:10:00, 0, 2025-07-07 04:10:00, 0, 2025-07-08 04:10:00, 0, 2025-07-09 04:10:00, 0, 2025-07-10 04:10:00, 0, 2025-07-11 04:10:00, 0, 2025-07-12 04:10:00, 0, 2025-07-13 04:10:00, 0, 2025-07-14 04:10:00, 0, 2025-07-15 04:10:00, 0, 2025-07-16 04:10:00, 0, 2025-07-17 04:10:00, 0, 2025-07-18 04:10:00, 0, 2025-07-19 04:10:00, 0, 2025-07-20 04:10:00, 0, 2025-07-21 04:10:00, 0, 2025-07-22 04:10:00, 0, 2025-07-23 04:10:00, 0, 2025-07-24 04:10:00, 0, 2025-07-25 04:10:00, 0, 2025-07-26 04:10:00, 0, 2025-07-27 04:10:00, 0, 2025-07-28 04:10:00, 0, 2025-07-29 04:10:00, 0, 2025-07-30 04:10:00, 0, 
2025-07-01 04:15:00, 0, 2025-07-02 04:15:00, 0, 2025-07-03 04:15:00, 0, 2025-07-04 04:15:00, 0, 2025-07-05 04:15:00, 0, 2025-07-06 04:15:00, 0, 2025-07-07 04:15:00, 0, 2025-07-08 04:15:00, 0, 2025-07-09 04:15:00, 0, 2025-07-10 04:15:00, 0, 2025-07-11 04:15:00, 0, 2025-07-12 04:15:00, 0, 2025-07-13 04:15:00, 0, 2025-07-14 04:15:00, 0, 2025-07-15 04:15:00, 0, 2025-07-16 04:15:00, 0, 2025-07-17 04:15:00, 0, 2025-07-18 04:15:00, 0, 2025-07-19 04:15:00, 0, 2025-07-20 04:15:00, 0, 2025-07-21 04:15:00, 0, 2025-07-22 04:15:00, 0, 2025-07-23 04:15:00, 0, 2025-07-24 04:15:00, 0, 2025-07-25 04:15:00, 0, 2025-07-26 04:15:00, 0, 2025-07-27 04:15:00, 0, 2025-07-28 04:15:00, 0, 2025-07-29 04:15:00, 0, 2025-07-30 04:15:00, 0, 
2025-07-01 04:20:00, 0, 2025-07-02 04:20:00, 0, 2025-07-03 04:20:00, 0, 2025-07-04 04:20:00, 0, 2025-07-05 04:20:00, 0, 2025-07-06 04:20:00, 0, 2025-07-07 04:20:00, 0, 2025-07-08 04:20:00, 0, 2025-07-09 04:20:00, 0, 2025-07-10 04:20:00, 0, 2025-07-11 04:20:00, 0, 2025-07-12 04:20:00, 0, 2025-07-13 04:20:00, 0, 2025-07-14 04:20:00, 0, 2025-07-15 04:20:00, 0, 2025-07-16 04:20:00, 0, 2025-07-17 04:20:00, 0, 2025-07-18 04:20:00, 0, 2025-07-19 04:20:00, 0, 2025-07-20 04:20:00, 0, 2025-07-21 04:20:00, 0, 2025-07-22 04:20:00, 0, 2025-07-23 04:20:00, 0, 2025-07-24 04:20:00, 0, 2025-07-25 04:20:00, 0, 2025-07-26 04:20:00, 0, 2025-07-27 04:20:00, 0, 2025-07-28 04:20:00, 0, 2025-07-29 04:20:00, 0, 2025-07-30 04:20:00, 0, 
2025-07-01 04:25:00, 0, 2025-07-02 04:25:00, 0, 2025-07-03 04:25:00, 0, 2025-07-04 04:25:00, 0, 2025-07-05 04:25:00, 0, 2025-07-06 04:25:00, 0, 2025-07-07 04:25:00, 0, 2025-07-08 04:25:00, 0, 2025-07-09 04:25:00, 0, 2025-07-10 04:25:00, 0, 2025-07-11 04:25:00, 0, 2025-07-12 04:25:00, 0, 2025-07-13 04:25:00, 0, 2025-07-14 04:25:00, 0, 2025-07-15 04:25:00, 0, 2025-07-16 04:25:00, 0, 2025-07-17 04:25:00, 0, 2025-07-18 04:25:00, 0, 2025-07-19 04:25:00, 0, 2025-07-20 04:25:00, 0, 2025-07-21 04:25:00, 0, 2025-07-22 04:25:00, 0, 2025-07-23 04:25:00, 0, 2025-07-24 04:25:00, 0, 2025-07-25 04:25:00, 0, 2025-07-26 04:25:00, 0, 2025-07-27 04:25:00, 0, 2025-07-28 04:25:00, 0, 2025-07-29 04:25:00, 0, 2025-07-30 04:25:00, 0, 
2025-07-01 04:30:00, 0, 2025-07-02 04:30:00, 0, 2025-07-03 04:30:00, 0, 2025-07-04 04:30:00, 0, 2025-07-05 04:30:00, 0, 2025-07-06 04:30:00, 0, 2025-07-07 04:30:00, 0, 2025-07-08 04:30:00, 0, 2025-07-09 04:30:00, 0, 2025-07-10 04:30:00, 0, 2025-07-11 04:30:00, 0, 2025-07-12 04:30:00, 0, 2025-07-13 04:30:00, 0, 2025-07-14 04:30:00, 0, 2025-07-15 04:30:00, 0, 2025-07-16 04:30:00, 0, 2025-07-17 04:30:00, 0, 2025-07-18 04:30:00, 0, 2025-07-19 04:30:00, 0, 2025-07-20 04:30:00, 0, 2025-07-21 04:30:00, 0, 2025-07-22 04:30:00, 0, 2025-07-23 04:30:00, 0, 2025-07-24 04:30:00, 0, 2025-07-25 04:30:00, 0, 2025-07-26 04:30:00, 0, 2025-07-27 04:30:00, 0, 2025-07-28 04:30:00, 0, 2025-07-29 04:30:00, 0, 2025-07-30 04:30:00, 0, 
2025-07-01 04:35:00, 0, 2025-07-02 04:35:00, 0, 2025-07-03 04:35:00, 0, 2025-07-04 04:35:00, 0, 2025-07-05 04:35:00, 0, 2025-07-06 04:35:00, 0, 2025-07-07 04:35:00, 0, 2025-07-08 04:35:00, 0, 2025-07-09 04:35:00, 0, 2025-07-10 04:35:00, 0, 2025-07-11 04:35:00, 0, 2025-07-12 04:35:00, 0, 2025-07-13 04:35:00, 0, 2025-07-14 04:35:00, 0, 2025-07-15 04:35:00, 0, 2025-07-16 04:35:00, 0, 2025-07-17 04:35:00, 0, 2025-07-18 04:35:00, 0, 2025-07-19 04:35:00, 0, 2025-07-20 04:35:00, 0, 2025-07-21 04:35:00, 0, 2025-07-22 04:35:00, 0, 2025-07-23 04:35:00, 0, 2025-07-24 04:35:00, 0, 2025-07-25 04:35:00, 0, 2025-07-26 04:35:00, 0, 2025-07-27 04:35:00, 0, 2025-07-28 04:35:00, 0, 2025-07-29 04:35:00, 0, 2025-07-30 04:35:00, 0, 
2025-07-01 04:40:00, 0, 2025-07-02 04:40:00, 0, 2025-07-03 04:40:00, 0, 2025-07-04 04:40:00, 0, 2025-07-05 04:40:00, 0, 2025-07-06 04:40:00, 0, 2025-07-07 04:40:00, 0, 2025-07-08 04:40:00, 0, 2025-07-09 04:40:00, 0, 2025-07-10 04:40:00, 0, 2025-07-11 04:40:00, 0, 2025-07-12 04:40:00, 0, 2025-07-13 04:40:00, 0, 2025-07-14 04:40:00, 0, 2025-07-15 04:40:00, 0, 2025-07-16 04:40:00, 0, 2025-07-17 04:40:00, 0, 2025-07-18 04:40:00, 0, 2025-07-19 04:40:00, 0, 2025-07-20 04:40:00, 0, 2025-07-21 04:40:00, 0, 2025-07-22 04:40:00, 0, 2025-07-23 04:40:00, 0, 2025-07-24 04:40:00, 0, 2025-07-25 04:40:00, 0, 2025-07-26 04:40:00, 0, 2025-07-27 04:40:00, 0, 2025-07-28 04:40:00, 0, 2025-07-29 04:40:00, 0, 2025-07-30 04:40:00, 0, 
2025-07-01 04:45:00, 0, 2025-07-02 04:45:00, 0, 2025-07-03 04:45:00, 0, 2025-07-04 04:45:00, 0, 2025-07-05 04:45:00, 0, 2025-07-06 04:45:00, 0, 2025-07-07 04:45:00, 0, 2025-07-08 04:45:00, 0, 2025-07-09 04:45:00, 0, 2025-07-10 04:45:00, 0, 2025-07-11 04:45:00, 0, 2025-07-12 04:45:00, 0, 2025-07-13 04:45:00, 0, 2025-07-14 04:45:00, 0, 2025-07-15 04:45:00, 0, 2025-07-16 04:45:00, 0, 2025-07-17 04:45:00, 0, 2025-07-18 04:45:00, 0, 2025-07-19 04:45:00, 0, 2025-07-20 04:45:00, 0, 2025-07-21 04:45:00, 0, 2025-07-22 04:45:00, 0, 2025-07-23 04:45:00, 0, 2025-07-24 04:45:00, 0, 2025-07-25 04:45:00, 0, 2025-07-26 04:45:00, 0, 2025-07-27 04:45:00, 0, 2025-07-28 04:45:00, 0, 2025-07-29 04:45:00, 0, 2025-07-30 04:45:00, 0, 
2025-07-01 04:50:00, 0, 2025-07-02 04:50:00, 0, 2025-07-03 04:50:00, 0, 2025-07-04 04:50:00, 0, 2025-07-05 04:50:00, 0, 2025-07-06 04:50:00, 0, 2025-07-07 04:50:00, 0, 2025-07-08 04:50:00, 0, 2025-07-09 04:50:00, 0, 2025-07-10 04:50:00, 0, 2025-07-11 04:50:00, 0, 2025-07-12 04:50:00, 0, 2025-07-13 04:50:00, 0, 2025-07-14 04:50:00, 0, 2025-07-15 04:50:00, 0, 2025-07-16 04:50:00, 0, 2025-07-17 04:50:00, 0, 2025-07-18 04:50:00, 0, 2025-07-19 04:50:00, 0, 2025-07-20 04:50:00, 0, 2025-07-21 04:50:00, 0, 2025-07-22 04:50:00, 0, 2025-07-23 04:50:00, 0, 2025-07-24 04:50:00, 0, 2025-07-25 04:50:00, 0, 2025-07-26 04:50:00, 0, 2025-07-27 04:50:00, 0, 2025-07-28 04:50:00, 0, 2025-07-29 04:50:00, 0, 2025-07-30 04:50:00, 0, 
2025-07-01 04:55:00, 0, 2025-07-02 04:55:00, 0, 2025-07-03 04:55:00, 0, 2025-07-04 04:55:00, 0, 2025-07-05 04:55:00, 0, 2025-07-06 04:55:00, 0, 2025-07-07 04:55:00, 0, 2025-07-08 04:55:00, 0, 2025-07-09 04:55:00, 0, 2025-07-10 04:55:00, 0, 2025-07-11 04:55:00, 0, 2025-07-12 04:55:00, 0, 2025-07-13 04:55:00, 0, 2025-07-14 04:55:00, 0, 2025-07-15 04:55:00, 0, 2025-07-16 04:55:00, 0, 2025-07-17 04:55:00, 0, 2025-07-18 04:55:00, 0, 2025-07-19 04:55:00, 0, 2025-07-20 04:55:00, 0, 2025-07-21 04:55:00, 0, 2025-07-22 04:55:00, 0, 2025-07-23 04:55:00, 0, 2025-07-24 04:55:00, 0, 2025-07-25 04:55:00, 0, 2025-07-26 04:55:00, 0, 2025-07-27 04:55:00, 0, 2025-07-28 04:55:00, 0, 2025-07-29 04:55:00, 0, 2025-07-30 04:55:00, 0, 
2025-07-01 05:00:00, 0, 2025-07-02 05:00:00, 0, 2025-07-03 05:00:00, 0, 2025-07-04 05:00:00, 0, 2025-07-05 05:00:00, 0, 2025-07-06 05:00:00, 0, 2025-07-07 05:00:00, 0, 2025-07-08 05:00:00, 0, 2025-07-09 05:00:00, 0, 2025-07-10 05:00:00, 0, 2025-07-11 05:00:00, 0, 2025-07-12 05:00:00, 0, 2025-07-13 05:00:00, 0, 2025-07-14 05:00:00, 0, 2025-07-15 05:00:00, 0, 2025-07-16 05:00:00, 0, 2025-07-17 05:00:00, 0, 2025-07-18 05:00:00, 0, 2025-07-19 05:00:00, 0, 2025-07-20 05:00:00, 0, 2025-07-21 05:00:00, 0, 2025-07-22 05:00:00, 0, 2025-07-23 05:00:00, 0, 2025-07-24 05:00:00, 0, 2025-07-25 05:00:00, 0, 2025-07-26 05:00:00, 0, 2025-07-27 05:00:00, 0, 2025-07-28 05:00:00, 0, 2025-07-29 05:00:00, 0, 2025-07-30 05:00:00, 0, 
2025-07-01 05:05:00, 0, 2025-07-02 05:05:00, 0, 2025-07-03 05:05:00, 0, 2025-07-04 05:05:00, 0, 2025-07-05 05:05:00, 0, 2025-07-06 05:05:00, 0, 2025-07-07 05:05:00, 0, 2025-07-08 05:05:00, 0, 2025-07-09 05:05:00, 0, 2025-07-10 05:05:00, 0, 2025-07-11 05:05:00, 0, 2025-07-12 05:05:00, 0, 2025-07-13 05:05:00, 0, 2025-07-14 05:05:00, 0, 2025-07-15 05:05:00, 0, 2025-07-16 05:05:00, 0, 2025-07-17 05:05:00, 0, 2025-07-18 05:05:00, 0, 2025-07-19 05:05:00, 0, 2025-07-20 05:05:00, 0, 2025-07-21 05:05:00, 0, 2025-07-22 05:05:00, 0, 2025-07-23 05:05:00, 0, 2025-07-24 05:05:00, 0, 2025-07-25 05:05:00, 0, 2025-07-26 05:05:00, 0, 2025-07-27 05:05:00, 0, 2025-07-28 05:05:00, 0, 2025-07-29 05:05:00, 0, 2025-07-30 05:05:00, 0, 
2025-07-01 05:10:00, 0, 2025-07-02 05:10:00, 0, 2025-07-03 05:10:00, 0, 2025-07-04 05:10:00, 0, 2025-07-05 05:10:00, 0, 2025-07-06 05:10:00, 0, 2025-07-07 05:10:00, 0, 2025-07-08 05:10:00, 0, 2025-07-09 05:10:00, 0, 2025-07-10 05:10:00, 0, 2025-07-11 05:10:00, 0, 2025-07-12 05:10:00, 0, 2025-07-13 05:10:00, 0, 2025-07-14 05:10:00, 0, 2025-07-15 05:10:00, 0, 2025-07-16 05:10:00, 0, 2025-07-17 05:10:00, 0, 2025-07-18 05:10:00, 0, 2025-07-19 05:10:00, 0, 2025-07-20 05:10:00, 0, 2025-07-21 05:10:00, 0, 2025-07-22 05:10:00, 0, 2025-07-23 05:10:00, 0, 2025-07-24 05:10:00, 0, 2025-07-25 05:10:00, 0, 2025-07-26 05:10:00, 0, 2025-07-27 05:10:00, 0, 2025-07-28 05:10:00, 0, 2025-07-29 05:10:00, 0, 2025-07-30 05:10:00, 0, 
2025-07-01 05:15:00, 0, 2025-07-02 05:15:00, 0, 2025-07-03 05:15:00, 0, 2025-07-04 05:15:00, 0, 2025-07-05 05:15:00, 0, 2025-07-06 05:15:00, 0, 2025-07-07 05:15:00, 0, 2025-07-08 05:15:00, 0, 2025-07-09 05:15:00, 0, 2025-07-10 05:15:00, 0, 2025-07-11 05:15:00, 0, 2025-07-12 05:15:00, 0, 2025-07-13 05:15:00, 0, 2025-07-14 05:15:00, 0, 2025-07-15 05:15:00, 0, 2025-07-16 05:15:00, 0, 2025-07-17 05:15:00, 0, 2025-07-18 05:15:00, 0, 2025-07-19 05:15:00, 0, 2025-07-20 05:15:00, 0, 2025-07-21 05:15:00, 0, 2025-07-22 05:15:00, 0, 2025-07-23 05:15:00, 0, 2025-07-24 05:15:00, 0, 2025-07-25 05:15:00, 0, 2025-07-26 05:15:00, 0, 2025-07-27 05:15:00, 0, 2025-07-28 05:15:00, 0, 2025-07-29 05:15:00, 0, 2025-07-30 05:15:00, 0, 
2025-07-01 05:20:00, 0, 2025-07-02 05:20:00, 0, 2025-07-03 05:20:00, 0, 2025-07-04 05:20:00, 0, 2025-07-05 05:20:00, 0, 2025-07-06 05:20:00, 0, 2025-07-07 05:20:00, 0, 2025-07-08 05:20:00, 0, 2025-07-09 05:20:00, 0, 2025-07-10 05:20:00, 0, 2025-07-11 05:20:00, 0, 2025-07-12 05:20:00, 0, 2025-07-13 05:20:00, 0, 2025-07-14 05:20:00, 0, 2025-07-15 05:20:00, 0, 2025-07-16 05:20:00, 0, 2025-07-17 05:20:00, 0, 2025-07-18 05:20:00, 0, 2025-07-19 05:20:00, 0, 2025-07-20 05:20:00, 0, 2025-07-21 05:20:00, 0, 2025-07-22 05:20:00, 0, 2025-07-23 05:20:00, 0, 2025-07-24 05:20:00, 0, 2025-07-25 05:20:00, 0, 2025-07-26 05:20:00, 0, 2025-07-27 05:20:00, 0, 2025-07-28 05:20:00, 0, 2025-07-29 05:20:00, 0, 2025-07-30 05:20:00, 0, 
2025-07-01 05:25:00, 0, 2025-07-02 05:25:00, 0, 2025-07-03 05:25:00, 0, 2025-07-04 05:25:00, 0, 2025-07-05 05:25:00, 0, 2025-07-06 05:25:00, 0, 2025-07-07 05:25:00, 0, 2025-07-08 05:25:00, 0, 2025-07-09 05:25:00, 0, 2025-07-10 05:25:00, 0, 2025-07-11 05:25:00, 0, 2025-07-12 05:25:00, 0, 2025-07-13 05:25:00, 0, 2025-07-14 05:25:00, 0, 2025-07-15 05:25:00, 0, 2025-07-16 05:25:00, 0, 2025-07-17 05:25:00, 0, 2025-07-18 05:25:00, 0, 2025-07-19 05:25:00, 0, 2025-07-20 05:25:00, 0, 2025-07-21 05:25:00, 0, 2025-07-22 05:25:00, 0, 2025-07-23 05:25:00, 0, 2025-07-24 05:25:00, 0, 2025-07-25 05:25:00, 0, 2025-07-26 05:25:00, 0, 2025-07-27 05:25:00, 0, 2025-07-28 05:25:00, 0, 2025-07-29 05:25:00, 0, 2025-07-30 05:25:00, 0, 
2025-07-01 05:30:00, 0, 2025-07-02 05:30:00, 0, 2025-07-03 05:30:00, 0, 2025-07-04 05:30:00, 0, 2025-07-05 05:30:00, 0, 2025-07-06 05:30:00, 0, 2025-07-07 05:30:00, 0, 2025-07-08 05:30:00, 0, 2025-07-09 05:30:00, 0, 2025-07-10 05:30:00, 0, 2025-07-11 05:30:00, 0, 2025-07-12 05:30:00, 0, 2025-07-13 05:30:00, 0, 2025-07-14 05:30:00, 0, 2025-07-15 05:30:00, 0, 2025-07-16 05:30:00, 0, 2025-07-17 05:30:00, 0, 2025-07-18 05:30:00, 0, 2025-07-19 05:30:00, 0, 2025-07-20 05:30:00, 0, 2025-07-21 05:30:00, 0, 2025-07-22 05:30:00, 0, 2025-07-23 05:30:00, 0, 2025-07-24 05:30:00, 0, 2025-07-25 05:30:00, 0, 2025-07-26 05:30:00, 0, 2025-07-27 05:30:00, 0, 2025-07-28 05:30:00, 0, 2025-07-29 05:30:00, 0, 2025-07-30 05:30:00, 0, 
2025-07-01 05:35:00, 0, 2025-07-02 05:35:00, 0, 2025-07-03 05:35:00, 0, 2025-07-04 05:35:00, 0, 2025-07-05 05:35:00, 0, 2025-07-06 05:35:00, 0, 2025-07-07 05:35:00, 0, 2025-07-08 05:35:00, 0, 2025-07-09 05:35:00, 0, 2025-07-10 05:35:00, 0, 2025-07-11 05:35:00, 0, 2025-07-12 05:35:00, 0, 2025-07-13 05:35:00, 0, 2025-07-14 05:35:00, 0, 2025-07-15 05:35:00, 0, 2025-07-16 05:35:00, 0, 2025-07-17 05:35:00, 0, 2025-07-18 05:35:00, 0, 2025-07-19 05:35:00, 0, 2025-07-20 05:35:00, 0, 2025-07-21 05:35:00, 0, 2025-07-22 05:35:00, 0, 2025-07-23 05:35:00, 0, 2025-07-24 05:35:00, 0, 2025-07-25 05:35:00, 0, 2025-07-26 05:35:00, 0, 2025-07-27 05:35:00, 0, 2025-07-28 05:35:00, 0, 2025-07-29 05:35:00, 0, 2025-07-30 05:35:00, 0, 
2025-07-01 05:40:00, 0, 2025-07-02 05:40:00, 0, 2025-07-03 05:40:00, 0, 2025-07-04 05:40:00, 0, 2025-07-05 05:40:00, 0, 2025-07-06 05:40:00, 0, 2025-07-07 05:40:00, 0, 2025-07-08 05:40:00, 0, 2025-07-09 05:40:00, 0, 2025-07-10 05:40:00, 0, 2025-07-11 05:40:00, 0, 2025-07-12 05:40:00, 0, 2025-07-13 05:40:00, 0, 2025-07-14 05:40:00, 0, 2025-07-15 05:40:00, 0, 2025-07-16 05:40:00, 0, 2025-07-17 05:40:00, 0, 2025-07-18 05:40:00, 0, 2025-07-19 05:40:00, 0, 2025-07-20 05:40:00, 0, 2025-07-21 05:40:00, 0, 2025-07-22 05:40:00, 0, 2025-07-23 05:40:00, 0, 2025-07-24 05:40:00, 0, 2025-07-25 05:40:00, 0, 2025-07-26 05:40:00, 0, 2025-07-27 05:40:00, 0, 2025-07-28 05:40:00, 0, 2025-07-29 05:40:00, 0, 2025-07-30 05:40:00, 0, 
2025-07-01 05:45:00, 857648, 2025-07-02 05:45:00, 0, 2025-07-03 05:45:00, 0, 2025-07-04 05:45:00, 0, 2025-07-05 05:45:00, 859934, 2025-07-06 05:45:00, 0, 2025-07-07 05:45:00, 0, 2025-07-08 05:45:00, 0, 2025-07-09 05:45:00, 0, 2025-07-10 05:45:00, 0, 2025-07-11 05:45:00, 0, 2025-07-12 05:45:00, 0, 2025-07-13 05:45:00, 0, 2025-07-14 05:45:00, 0, 2025-07-15 05:45:00, 0, 2025-07-16 05:45:00, 0, 2025-07-17 05:45:00, 0, 2025-07-18 05:45:00, 0, 2025-07-19 05:45:00, 0, 2025-07-20 05:45:00, 0, 2025-07-21 05:45:00, 0, 2025-07-22 05:45:00, 0, 2025-07-23 05:45:00, 0, 2025-07-24 05:45:00, 0, 2025-07-25 05:45:00, 0, 2025-07-26 05:45:00, 0, 2025-07-27 05:45:00, 0, 2025-07-28 05:45:00, 0, 2025-07-29 05:45:00, 0, 2025-07-30 05:45:00, 0, 
2025-07-01 05:50:00, 857648, 2025-07-02 05:50:00, 858216, 2025-07-03 05:50:00, 0, 2025-07-04 05:50:00, 859347, 2025-07-05 05:50:00, 859934, 2025-07-06 05:50:00, 0, 2025-07-07 05:50:00, 0, 2025-07-08 05:50:00, 0, 2025-07-09 05:50:00, 0, 2025-07-10 05:50:00, 0, 2025-07-11 05:50:00, 0, 2025-07-12 05:50:00, 0, 2025-07-13 05:50:00, 0, 2025-07-14 05:50:00, 0, 2025-07-15 05:50:00, 0, 2025-07-16 05:50:00, 0, 2025-07-17 05:50:00, 0, 2025-07-18 05:50:00, 0, 2025-07-19 05:50:00, 0, 2025-07-20 05:50:00, 0, 2025-07-21 05:50:00, 0, 2025-07-22 05:50:00, 0, 2025-07-23 05:50:00, 0, 2025-07-24 05:50:00, 0, 2025-07-25 05:50:00, 0, 2025-07-26 05:50:00, 0, 2025-07-27 05:50:00, 0, 2025-07-28 05:50:00, 0, 2025-07-29 05:50:00, 0, 2025-07-30 05:50:00, 0, 
2025-07-01 05:55:00, 857648, 2025-07-02 05:55:00, 858216, 2025-07-03 05:55:00, 858775, 2025-07-04 05:55:00, 859347, 2025-07-05 05:55:00, 859934, 2025-07-06 05:55:00, 860520, 2025-07-07 05:55:00, 0, 2025-07-08 05:55:00, 0, 2025-07-09 05:55:00, 862152, 2025-07-10 05:55:00, 862714, 2025-07-11 05:55:00, 863313, 2025-07-12 05:55:00, 0, 2025-07-13 05:55:00, 0, 2025-07-14 05:55:00, 0, 2025-07-15 05:55:00, 0, 2025-07-16 05:55:00, 0, 2025-07-17 05:55:00, 0, 2025-07-18 05:55:00, 0, 2025-07-19 05:55:00, 0, 2025-07-20 05:55:00, 0, 2025-07-21 05:55:00, 0, 2025-07-22 05:55:00, 0, 2025-07-23 05:55:00, 0, 2025-07-24 05:55:00, 0, 2025-07-25 05:55:00, 0, 2025-07-26 05:55:00, 0, 2025-07-27 05:55:00, 0, 2025-07-28 05:55:00, 0, 2025-07-29 05:55:00, 0, 2025-07-30 05:55:00, 0, 
2025-07-01 06:00:00, 857648, 2025-07-02 06:00:00, 858216, 2025-07-03 06:00:00, 858775, 2025-07-04 06:00:00, 859347, 2025-07-05 06:00:00, 859934, 2025-07-06 06:00:00, 860520, 2025-07-07 06:00:00, 861095, 2025-07-08 06:00:00, 861596, 2025-07-09 06:00:00, 862152, 2025-07-10 06:00:00, 862714, 2025-07-11 06:00:00, 863313, 2025-07-12 06:00:00, 863851, 2025-07-13 06:00:00, 864412, 2025-07-14 06:00:00, 864929, 2025-07-15 06:00:00, 865444, 2025-07-16 06:00:00, 0, 2025-07-17 06:00:00, 866393, 2025-07-18 06:00:00, 0, 2025-07-19 06:00:00, 0, 2025-07-20 06:00:00, 0, 2025-07-21 06:00:00, 0, 2025-07-22 06:00:00, 868767, 2025-07-23 06:00:00, 0, 2025-07-24 06:00:00, 0, 2025-07-25 06:00:00, 0, 2025-07-26 06:00:00, 0, 2025-07-27 06:00:00, 0, 2025-07-28 06:00:00, 0, 2025-07-29 06:00:00, 0, 2025-07-30 06:00:00, 0, 
